,index,What age range are you?,What is your gender?,What estimated range is your household's monthly income?,"Which area are you from? If not from Karachi please select ""Outside Karachi""","In the last 12 months, have you done any of the following in Karachi? Please select all that apply",Do you trust Karachi's various administrative bodies and caretakers with your well-being?,Have you given feedback or participated in the design process of any public project in Karachi?
1551,340,15 - 24 years,Female,"50,001 - 75,000 rupees",Jamshed Quarters,"Visit monuments, historic sites",No - I do not trust them,No - I would like the opportunities to participate
1552,340dup,15 - 24 years,Female,"50,001 - 75,000 rupees",Jamshed Quarters,Visit a park for a walks or leisure,,
1553,340dup,15 - 24 years,Female,"50,001 - 75,000 rupees",Jamshed Quarters,"Visit a religious building (mosque, church, temple, etc)",,
1554,340dup,15 - 24 years,Female,"50,001 - 75,000 rupees",Jamshed Quarters,Visit an outdoors bazaar,,
1555,340dup,15 - 24 years,Female,"50,001 - 75,000 rupees",Jamshed Quarters,Visit an indoors bazaar/mall,,
1556,340dup,15 - 24 years,Female,"50,001 - 75,000 rupees",Jamshed Quarters,Visit a community centre,,
1557,341,15 - 24 years,Male,"Up to 25,000 rupees",North Nazimabad Town,"Visit monuments, historic sites",Indifferent,No - I would like the opportunities to participate
1558,341dup,15 - 24 years,Male,"Up to 25,000 rupees",North Nazimabad Town,Visit a park for a walks or leisure,,
1559,341dup,15 - 24 years,Male,"Up to 25,000 rupees",North Nazimabad Town,Attend sporting events as a spectator,,
1560,341dup,15 - 24 years,Male,"Up to 25,000 rupees",North Nazimabad Town,Practice some sport of physical activity on a regular basis,,
1561,341dup,15 - 24 years,Male,"Up to 25,000 rupees",North Nazimabad Town,"Visit a religious building (mosque, church, temple, etc)",,
1562,341dup,15 - 24 years,Male,"Up to 25,000 rupees",North Nazimabad Town,Visit an outdoors bazaar,,
1563,341dup,15 - 24 years,Male,"Up to 25,000 rupees",North Nazimabad Town,Visit an indoors bazaar/mall,,
1564,342,25 - 44 years,Male,"200,001 and above",Clifton Cantonment,"Visit museums, galleries",Indifferent,No - I would like the opportunities to participate
1565,342dup,25 - 44 years,Male,"200,001 and above",Clifton Cantonment,Visit cultural events on the street or at public squares,,
1566,342dup,25 - 44 years,Male,"200,001 and above",Clifton Cantonment,Visit a park for a walks or leisure,,
1567,342dup,25 - 44 years,Male,"200,001 and above",Clifton Cantonment,Attend sporting events as a spectator,,
1568,342dup,25 - 44 years,Male,"200,001 and above",Clifton Cantonment,Visit a musical/dancing event (not including weddings),,
1569,342dup,25 - 44 years,Male,"200,001 and above",Clifton Cantonment,Participate in a protest,,
1570,342dup,25 - 44 years,Male,"200,001 and above",Clifton Cantonment,Visit an outdoors bazaar,,
1571,342dup,25 - 44 years,Male,"200,001 and above",Clifton Cantonment,Visit an indoors bazaar/mall,,
1572,343,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Visit a park for a walks or leisure,No - I do not trust them,No - I would like the opportunities to participate
1573,343dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Visit an outdoors bazaar,,
1574,343dup,15 - 24 years,Female,"200,001 and above",Faisal Cantonment,Visit an indoors bazaar/mall,,
1575,344,15 - 24 years,Male,"100,001 - 125,000 rupees",Garden,Visit a park for a walks or leisure,Indifferent,No - I would like the opportunities to participate
1576,344dup,15 - 24 years,Male,"100,001 - 125,000 rupees",Garden,"Visit a fair (books, food, crafts)",,
1577,344dup,15 - 24 years,Male,"100,001 - 125,000 rupees",Garden,Visit an outdoors bazaar,,
1578,344dup,15 - 24 years,Male,"100,001 - 125,000 rupees",Garden,Visit an indoors bazaar/mall,,
1579,344dup,15 - 24 years,Male,"100,001 - 125,000 rupees",Garden,"Visit a natural area (hills, lakes, mangroves, etc)",,
1580,345,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit a park for a walks or leisure,No - I do not trust them,No - I do not wish to participate
1581,345dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Practice some sport of physical activity on a regular basis,,
1582,345dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Participate in a protest,,
1583,345dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit an outdoors bazaar,,
1584,345dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit an indoors bazaar/mall,,
1585,346,15 - 24 years,Female,"200,001 and above",Malir Cantonment,"Visit conferences, seminars (outside of institutional requirements)",Indifferent,No - I would like the opportunities to participate
1586,346dup,15 - 24 years,Female,"200,001 and above",Malir Cantonment,Visit cultural events on the street or at public squares,,
1587,346dup,15 - 24 years,Female,"200,001 and above",Malir Cantonment,Visit a park for a walks or leisure,,
1588,346dup,15 - 24 years,Female,"200,001 and above",Malir Cantonment,Visit an outdoors bazaar,,
1589,346dup,15 - 24 years,Female,"200,001 and above",Malir Cantonment,Visit an indoors bazaar/mall,,
1590,347,25 - 44 years,Male,"100,001 - 125,000 rupees",Clifton Cantonment,Visit a park for a walks or leisure,No - I do not trust them,No - I would like the opportunities to participate
1591,347dup,25 - 44 years,Male,"100,001 - 125,000 rupees",Clifton Cantonment,Practice some sport of physical activity on a regular basis,,
1592,347dup,25 - 44 years,Male,"100,001 - 125,000 rupees",Clifton Cantonment,Visit an outdoors bazaar,,
1593,347dup,25 - 44 years,Male,"100,001 - 125,000 rupees",Clifton Cantonment,Visit an indoors bazaar/mall,,
1594,348,15 - 24 years,Female,"150,001 - 175,000 rupees",Korangi Creek Cantonment,Participate in a protest,No - I do not trust them,No - I would like the opportunities to participate
1595,348dup,15 - 24 years,Female,"150,001 - 175,000 rupees",Korangi Creek Cantonment,Visit an outdoors bazaar,,
1596,348dup,15 - 24 years,Female,"150,001 - 175,000 rupees",Korangi Creek Cantonment,Visit an indoors bazaar/mall,,
1597,348dup,15 - 24 years,Female,"150,001 - 175,000 rupees",Korangi Creek Cantonment,"Visit a natural area (hills, lakes, mangroves, etc)",,
1598,349,25 - 44 years,Male,"25,001 - 50,000 rupees",Gulshan-e-Iqbal,"Visit museums, galleries",No - I do not trust them,No - I would like the opportunities to participate
1599,349dup,25 - 44 years,Male,"25,001 - 50,000 rupees",Gulshan-e-Iqbal,"Visit monuments, historic sites",,
1600,349dup,25 - 44 years,Male,"25,001 - 50,000 rupees",Gulshan-e-Iqbal,Visit cultural events on the street or at public squares,,
1601,349dup,25 - 44 years,Male,"25,001 - 50,000 rupees",Gulshan-e-Iqbal,Visit a park for a walks or leisure,,
1602,349dup,25 - 44 years,Male,"25,001 - 50,000 rupees",Gulshan-e-Iqbal,Practice some sport of physical activity on a regular basis,,
1603,349dup,25 - 44 years,Male,"25,001 - 50,000 rupees",Gulshan-e-Iqbal,"Visit a fair (books, food, crafts)",,
1604,349dup,25 - 44 years,Male,"25,001 - 50,000 rupees",Gulshan-e-Iqbal,Participate in a protest,,
1605,349dup,25 - 44 years,Male,"25,001 - 50,000 rupees",Gulshan-e-Iqbal,"Visit a natural area (hills, lakes, mangroves, etc)",,
1606,350,25 - 44 years,Male,"50,001 - 75,000 rupees",Karachi Cantonment,"Visit monuments, historic sites",No - I do not trust them,Yes - I would like more opportunities to participate
1607,350dup,25 - 44 years,Male,"50,001 - 75,000 rupees",Karachi Cantonment,"Visit conferences, seminars (outside of institutional requirements)",,
1608,350dup,25 - 44 years,Male,"50,001 - 75,000 rupees",Karachi Cantonment,Visit a park for a walks or leisure,,
1609,350dup,25 - 44 years,Male,"50,001 - 75,000 rupees",Karachi Cantonment,Attend sporting events as a spectator,,
1610,350dup,25 - 44 years,Male,"50,001 - 75,000 rupees",Karachi Cantonment,Practice some sport of physical activity on a regular basis,,
1611,350dup,25 - 44 years,Male,"50,001 - 75,000 rupees",Karachi Cantonment,"Visit a theatre (play, movies)",,
1612,350dup,25 - 44 years,Male,"50,001 - 75,000 rupees",Karachi Cantonment,"Visit a fair (books, food, crafts)",,
1613,350dup,25 - 44 years,Male,"50,001 - 75,000 rupees",Karachi Cantonment,"Visit a religious building (mosque, church, temple, etc)",,
1614,350dup,25 - 44 years,Male,"50,001 - 75,000 rupees",Karachi Cantonment,Visit an outdoors bazaar,,
1615,350dup,25 - 44 years,Male,"50,001 - 75,000 rupees",Karachi Cantonment,Visit an indoors bazaar/mall,,
1616,351,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Practice some sport of physical activity on a regular basis,No - I do not trust them,No - I would like the opportunities to participate
1617,351dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit an indoors bazaar/mall,,
1618,352,25 - 44 years,Male,"200,001 and above",Gulshan-e-Iqbal,Attend sporting events as a spectator,No - I do not trust them,No - I would like the opportunities to participate
1619,352dup,25 - 44 years,Male,"200,001 and above",Gulshan-e-Iqbal,"Visit a religious building (mosque, church, temple, etc)",,
1620,352dup,25 - 44 years,Male,"200,001 and above",Gulshan-e-Iqbal,Visit an indoors bazaar/mall,,
1621,353,25 - 44 years,Male,"Up to 25,000 rupees",Gulzar-e-Hijri,Visit a park for a walks or leisure,No - I do not trust them,No - I would like the opportunities to participate
1622,353dup,25 - 44 years,Male,"Up to 25,000 rupees",Gulzar-e-Hijri,Practice some sport of physical activity on a regular basis,,
1623,353dup,25 - 44 years,Male,"Up to 25,000 rupees",Gulzar-e-Hijri,"Visit a religious building (mosque, church, temple, etc)",,
1624,353dup,25 - 44 years,Male,"Up to 25,000 rupees",Gulzar-e-Hijri,Participate in a protest,,
1625,353dup,25 - 44 years,Male,"Up to 25,000 rupees",Gulzar-e-Hijri,Visit an outdoors bazaar,,
1626,354,45 years and above,Male,"200,001 and above",Gulshan-e-Iqbal,Visit a park for a walks or leisure,No - I do not trust them,No - I would like the opportunities to participate
1627,354dup,45 years and above,Male,"200,001 and above",Gulshan-e-Iqbal,"Visit a religious building (mosque, church, temple, etc)",,
1628,354dup,45 years and above,Male,"200,001 and above",Gulshan-e-Iqbal,Visit an outdoors bazaar,,
1629,355,25 - 44 years,Female,"200,001 and above",Outside Karachi,"Visit museums, galleries",No - I do not trust them,No - I would like the opportunities to participate
1630,355dup,25 - 44 years,Female,"200,001 and above",Outside Karachi,"Visit monuments, historic sites",,
1631,355dup,25 - 44 years,Female,"200,001 and above",Outside Karachi,Visit a park for a walks or leisure,,
1632,355dup,25 - 44 years,Female,"200,001 and above",Outside Karachi,"Visit a fair (books, food, crafts)",,
1633,355dup,25 - 44 years,Female,"200,001 and above",Outside Karachi,Visit an outdoors bazaar,,
1634,355dup,25 - 44 years,Female,"200,001 and above",Outside Karachi,Visit an indoors bazaar/mall,,
1635,356,15 - 24 years,Female,"200,001 and above",Gulberg,"Visit a religious building (mosque, church, temple, etc)",No - I do not trust them,No - I would like the opportunities to participate
1636,356dup,15 - 24 years,Female,"200,001 and above",Gulberg,Visit an indoors bazaar/mall,,
1637,357,25 - 44 years,Male,"125,001 - 150,000 rupees",Garden,Visit a park for a walks or leisure,No - I do not trust them,Yes - I would like more opportunities to participate
1638,357dup,25 - 44 years,Male,"125,001 - 150,000 rupees",Garden,"Visit a theatre (play, movies)",,
1639,357dup,25 - 44 years,Male,"125,001 - 150,000 rupees",Garden,Participate in a protest,,
1640,358,25 - 44 years,Male,"100,001 - 125,000 rupees",Model Colony,"Visit a religious building (mosque, church, temple, etc)",No - I do not trust them,No - I would like the opportunities to participate
1641,358dup,25 - 44 years,Male,"100,001 - 125,000 rupees",Model Colony,Visit an outdoors bazaar,,
1642,358dup,25 - 44 years,Male,"100,001 - 125,000 rupees",Model Colony,Visit an indoors bazaar/mall,,
1643,359,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,"Visit monuments, historic sites",No - I do not trust them,No - I would like the opportunities to participate
1644,359dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit a park for a walks or leisure,,
1645,359dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Practice some sport of physical activity on a regular basis,,
1646,359dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit an indoors bazaar/mall,,
1647,360,25 - 44 years,Male,"200,001 and above",Clifton Cantonment,Practice some sport of physical activity on a regular basis,No - I do not trust them,No - I do not wish to participate
1648,360dup,25 - 44 years,Male,"200,001 and above",Clifton Cantonment,Visit an indoors bazaar/mall,,
1649,360dup,25 - 44 years,Male,"200,001 and above",Clifton Cantonment,"Visit a natural area (hills, lakes, mangroves, etc)",,
1650,361,25 - 44 years,Male,"200,001 and above",Bin Qasim,"Visit monuments, historic sites",Indifferent,No - I would like the opportunities to participate
1651,361dup,25 - 44 years,Male,"200,001 and above",Bin Qasim,Visit a park for a walks or leisure,,
1652,361dup,25 - 44 years,Male,"200,001 and above",Bin Qasim,Practice some sport of physical activity on a regular basis,,
1653,362,45 years and above,Female,Prefer not to answer,Clifton Cantonment,"Visit museums, galleries",No - I do not trust them,No - I would like the opportunities to participate
1654,362dup,45 years and above,Female,Prefer not to answer,Clifton Cantonment,"Visit monuments, historic sites",,
1655,362dup,45 years and above,Female,Prefer not to answer,Clifton Cantonment,Participate in a protest,,
1656,363,15 - 24 years,Male,"25,001 - 50,000 rupees",Korangi,Visit a park for a walks or leisure,No - I do not trust them,Yes - I would like more opportunities to participate
1657,363dup,15 - 24 years,Male,"25,001 - 50,000 rupees",Korangi,Practice some sport of physical activity on a regular basis,,
1658,363dup,15 - 24 years,Male,"25,001 - 50,000 rupees",Korangi,"Visit a religious building (mosque, church, temple, etc)",,
1659,363dup,15 - 24 years,Male,"25,001 - 50,000 rupees",Korangi,Visit an outdoors bazaar,,
1660,363dup,15 - 24 years,Male,"25,001 - 50,000 rupees",Korangi,Visit an indoors bazaar/mall,,
1661,363dup,15 - 24 years,Male,"25,001 - 50,000 rupees",Korangi,"Visit a natural area (hills, lakes, mangroves, etc)",,
1662,364,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,"Visit museums, galleries",No - I do not trust them,No - I would like the opportunities to participate
1663,364dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,"Visit monuments, historic sites",,
1664,364dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,"Visit conferences, seminars (outside of institutional requirements)",,
1665,364dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit cultural events on the street or at public squares,,
1666,364dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit a park for a walks or leisure,,
1667,364dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,"Visit a theatre (play, movies)",,
1668,364dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,"Visit a fair (books, food, crafts)",,
1669,364dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit a musical/dancing event (not including weddings),,
1670,364dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Participate in a protest,,
1671,364dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit an outdoors bazaar,,
1672,364dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,"Visit a natural area (hills, lakes, mangroves, etc)",,
1673,364dup,25 - 44 years,Female,"200,001 and above",Clifton Cantonment,Visit a community centre,,
1674,365,25 - 44 years,Male,"175,000 - 200,000 rupees",Clifton Cantonment,Visit a park for a walks or leisure,No - I do not trust them,No - I would like the opportunities to participate
1675,365dup,25 - 44 years,Male,"175,000 - 200,000 rupees",Clifton Cantonment,Attend sporting events as a spectator,,
